,User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
37,16324247,100.0,female,26,182.0,80.0,21.0,96.0,40.5
38,14277710,200.0,male,44,184.0,86.0,25.0,114.0,40.8
39,10888188,4.0,male,61,183.0,86.0,1.0,81.0,38.3
40,13379795,70.0,female,68,157.0,57.0,13.0,92.0,40.1
41,17181524,127.0,female,61,176.0,70.0,20.0,104.0,40.5
42,15988442,197.0,male,63,179.0,80.0,25.0,108.0,40.8
43,19538533,113.0,female,54,171.0,66.0,20.0,98.0,40.1
44,14591877,11.0,female,54,169.0,66.0,3.0,80.0,38.9
45,14274480,82.0,female,47,155.0,55.0,16.0,93.0,40.5
46,16818429,26.0,male,33,184.0,86.0,8.0,86.0,39.9
47,17476522,141.0,female,24,171.0,66.0,24.0,105.0,40.6
48,16369885,92.0,male,24,195.0,98.0,20.0,96.0,40.6
49,17816292,5.0,male,48,152.0,59.0,2.0,79.0,38.0
50,15995398,30.0,male,35,193.0,93.0,10.0,83.0,39.7
51,17615432,3.0,male,21,168.0,71.0,3.0,78.0,38.5
52,10146087,37.0,female,21,179.0,73.0,9.0,90.0,39.6
53,17967445,147.0,female,22,158.0,62.0,25.0,105.0,40.6
54,19670291,8.0,female,69,174.0,69.0,2.0,80.0,38.1
55,10580576,159.0,male,53,191.0,101.0,21.0,106.0,40.7
56,15854213,93.0,female,68,155.0,58.0,15.0,100.0,40.3
57,11138472,173.0,female,69,164.0,65.0,23.0,113.0,40.4
58,18276801,89.0,male,28,198.0,101.0,19.0,95.0,40.6
59,13823902,31.0,male,70,188.0,89.0,7.0,82.0,39.3
60,19222133,35.0,female,36,170.0,64.0,9.0,84.0,39.6
61,13231909,94.0,female,77,177.0,80.0,16.0,98.0,40.6
62,12726617,49.0,female,32,167.0,63.0,9.0,99.0,39.7
63,12538968,54.0,female,62,185.0,77.0,13.0,84.0,40.4
64,10941668,117.0,female,64,151.0,56.0,20.0,97.0,40.4
65,12628985,173.0,male,45,175.0,79.0,27.0,104.0,40.6
66,17691320,99.0,male,45,158.0,61.0,20.0,97.0,40.7
67,17822027,45.0,female,22,177.0,71.0,10.0,93.0,39.8
68,13777657,166.0,male,45,169.0,69.0,22.0,113.0,40.6
69,19423359,202.0,female,66,174.0,69.0,28.0,111.0,40.9
70,14701930,107.0,male,31,182.0,83.0,20.0,101.0,40.9
71,11513205,199.0,female,57,163.0,68.0,29.0,109.0,40.7
72,11842710,25.0,male,53,192.0,93.0,5.0,90.0,39.1
73,12576313,23.0,female,22,179.0,67.0,8.0,77.0,39.5
74,12367125,200.0,male,67,192.0,92.0,24.0,108.0,40.7
75,16913504,6.0,female,27,168.0,64.0,2.0,76.0,38.2
76,19439155,7.0,male,57,178.0,83.0,2.0,79.0,38.1
77,16137644,113.0,female,49,168.0,68.0,20.0,99.0,40.6
78,11622081,188.0,female,39,168.0,63.0,29.0,108.0,40.7
79,17374074,103.0,male,47,165.0,72.0,20.0,96.0,40.3
80,19096890,128.0,male,62,197.0,101.0,17.0,103.0,40.3
81,19628507,130.0,male,41,187.0,89.0,23.0,99.0,40.7
82,16918679,27.0,female,34,144.0,50.0,7.0,83.0,39.3
83,11194130,185.0,female,40,163.0,62.0,27.0,111.0,41.2
84,18863486,57.0,female,55,155.0,57.0,11.0,92.0,39.8
85,11754581,65.0,male,44,189.0,88.0,13.0,94.0,40.0
86,15161631,91.0,female,45,160.0,60.0,16.0,99.0,40.4
87,18735761,120.0,female,49,164.0,64.0,19.0,105.0,40.4
88,15878611,70.0,female,46,166.0,68.0,12.0,101.0,40.1
89,19249559,39.0,male,25,202.0,100.0,9.0,94.0,39.8
90,15469030,136.0,male,68,171.0,80.0,22.0,95.0,40.5
91,11157560,77.0,female,25,169.0,64.0,14.0,101.0,40.2
92,19576971,42.0,female,31,174.0,67.0,9.0,93.0,39.5
93,15048071,41.0,male,57,184.0,91.0,7.0,95.0,39.2
94,18707469,59.0,female,27,159.0,59.0,14.0,88.0,39.9
95,12598637,179.0,male,40,201.0,98.0,24.0,110.0,40.7
96,14342169,6.0,female,57,171.0,74.0,2.0,73.0,38.6
97,19208771,13.0,female,23,155.0,62.0,5.0,74.0,39.2
98,11790318,147.0,male,23,189.0,87.0,23.0,110.0,40.0
99,11756583,180.0,male,43,183.0,88.0,26.0,107.0,40.7
100,16417986,101.0,male,74,201.0,107.0,14.0,96.0,40.1
101,13065142,150.0,female,45,158.0,53.0,23.0,106.0,40.7
102,10481882,179.0,female,31,165.0,60.0,25.0,115.0,40.8
103,19521409,23.0,male,21,195.0,93.0,6.0,93.0,39.2
104,15862346,10.0,male,50,190.0,96.0,3.0,80.0,38.3
105,12234447,39.0,male,39,175.0,74.0,9.0,93.0,39.5
106,14624633,247.0,male,57,169.0,81.0,30.0,112.0,40.9
107,17074274,89.0,female,26,159.0,53.0,19.0,92.0,40.5
108,17636190,141.0,male,34,181.0,83.0,25.0,102.0,40.9
109,14345479,18.0,female,55,160.0,62.0,4.0,87.0,39.1
110,11772472,70.0,female,52,171.0,67.0,15.0,89.0,40.6
111,19087162,185.0,male,21,188.0,90.0,29.0,110.0,40.8
112,15875055,54.0,female,20,136.0,45.0,11.0,94.0,40.1
113,10939512,207.0,female,79,152.0,60.0,29.0,107.0,40.8
114,13616455,189.0,male,21,189.0,91.0,27.0,114.0,41.0
115,19118405,6.0,male,50,171.0,74.0,2.0,82.0,38.1
116,10503799,60.0,female,29,180.0,76.0,12.0,97.0,39.9
117,16572590,23.0,male,22,194.0,92.0,6.0,92.0,39.0
118,17336010,186.0,female,28,158.0,60.0,27.0,113.0,40.8
119,15483091,178.0,male,38,188.0,93.0,28.0,104.0,40.9
120,10006441,122.0,male,23,169.0,73.0,25.0,102.0,40.7
121,13075455,166.0,female,68,159.0,68.0,24.0,108.0,40.5
122,17564519,158.0,male,79,176.0,86.0,20.0,102.0,40.1
123,18789619,7.0,female,35,182.0,70.0,2.0,83.0,38.4
124,15444304,143.0,male,67,201.0,96.0,18.0,105.0,40.5
125,13122354,43.0,female,21,156.0,52.0,12.0,82.0,39.8
126,10692173,86.0,female,44,143.0,49.0,17.0,92.0,40.2
127,12890276,128.0,female,43,175.0,72.0,23.0,100.0,40.7
128,14339451,182.0,male,21,186.0,79.0,29.0,111.0,41.0
129,16626118,52.0,female,32,170.0,70.0,10.0,98.0,39.7
130,17268858,236.0,male,79,179.0,91.0,27.0,107.0,40.4
131,13816658,114.0,male,51,192.0,96.0,19.0,97.0,40.6
132,14191617,64.0,female,60,174.0,67.0,11.0,99.0,39.7
133,13672975,171.0,male,49,184.0,86.0,26.0,103.0,40.8
134,16361679,19.0,male,46,179.0,84.0,6.0,82.0,39.2
135,17739883,144.0,female,35,149.0,54.0,21.0,111.0,40.5
136,19341462,37.0,male,31,172.0,76.0,9.0,94.0,39.7
137,14117537,185.0,male,42,185.0,78.0,26.0,110.0,41.4
138,12667831,60.0,female,66,174.0,69.0,13.0,87.0,39.8
139,10661999,127.0,male,52,189.0,90.0,22.0,96.0,40.5
140,10366046,149.0,male,59,166.0,73.0,23.0,101.0,40.4
141,11523134,78.0,male,23,169.0,71.0,16.0,102.0,40.1
142,12275702,24.0,female,49,164.0,63.0,5.0,91.0,38.9
143,11190411,143.0,female,25,157.0,57.0,23.0,107.0,40.8
144,19686449,143.0,male,20,188.0,84.0,27.0,104.0,41.0
145,15565644,71.0,female,28,163.0,66.0,15.0,94.0,40.1
146,10154011,58.0,male,60,182.0,90.0,11.0,90.0,40.2
147,12676049,71.0,female,29,178.0,77.0,15.0,95.0,40.4
148,10228092,20.0,male,40,184.0,87.0,5.0,88.0,39.5
149,18997284,78.0,male,26,191.0,93.0,17.0,96.0,40.3
150,10836250,93.0,female,26,176.0,76.0,19.0,97.0,40.4
151,15883541,17.0,male,25,158.0,58.0,6.0,90.0,39.2
152,16990389,12.0,female,60,190.0,87.0,3.0,84.0,38.9
153,17046329,115.0,male,25,181.0,81.0,23.0,101.0,40.8
154,14136420,119.0,female,39,165.0,65.0,19.0,106.0,40.6
155,13138092,168.0,female,30,153.0,53.0,26.0,108.0,40.6
156,16655537,44.0,male,23,198.0,100.0,12.0,90.0,40.4
157,16245184,192.0,female,37,148.0,51.0,29.0,108.0,40.6
158,19157340,96.0,female,22,147.0,47.0,17.0,101.0,40.3
159,19810083,135.0,female,26,170.0,68.0,23.0,105.0,40.7
160,19821989,54.0,female,56,167.0,60.0,12.0,86.0,40.2
161,17219988,239.0,male,43,171.0,79.0,30.0,115.0,40.8
162,19572798,69.0,female,38,169.0,65.0,14.0,94.0,40.1
163,18360844,46.0,male,24,179.0,80.0,14.0,90.0,40.7
164,13918575,115.0,female,25,164.0,63.0,21.0,101.0,40.7
165,15319150,17.0,female,31,163.0,62.0,4.0,88.0,39.1
166,16112624,190.0,female,54,151.0,57.0,25.0,115.0,40.4
167,11099585,48.0,female,34,190.0,91.0,12.0,89.0,40.2
168,17300463,178.0,female,28,176.0,72.0,27.0,112.0,40.7
169,17118372,20.0,male,24,191.0,95.0,6.0,88.0,39.3
170,14435543,64.0,female,27,167.0,69.0,15.0,90.0,40.4
171,10908558,95.0,female,35,154.0,57.0,19.0,94.0,40.6
172,14181557,196.0,male,49,183.0,89.0,25.0,111.0,40.8
173,17152651,9.0,male,36,185.0,91.0,2.0,91.0,38.1
174,10192977,105.0,female,58,192.0,83.0,18.0,101.0,40.8
175,19584135,58.0,female,40,157.0,61.0,12.0,92.0,40.0
176,19445771,111.0,male,31,179.0,77.0,24.0,97.0,40.8
177,11294536,108.0,male,50,182.0,86.0,17.0,101.0,40.3
178,12845462,24.0,male,36,202.0,109.0,6.0,87.0,39.1
179,10578158,67.0,female,34,163.0,61.0,13.0,96.0,40.1
180,19789364,62.0,female,78,153.0,54.0,13.0,84.0,40.3
181,12301038,172.0,male,41,178.0,76.0,28.0,104.0,40.8
182,18976127,24.0,male,41,172.0,71.0,7.0,87.0,39.5
183,11460469,84.0,male,24,178.0,77.0,19.0,98.0,40.1
184,15238405,132.0,female,67,173.0,69.0,20.0,105.0,40.5
185,18559105,167.0,female,47,179.0,75.0,25.0,110.0,40.7
186,12761860,101.0,female,42,154.0,52.0,17.0,101.0,40.6
187,12777201,113.0,female,25,180.0,75.0,23.0,97.0,40.6
188,11084582,84.0,male,25,179.0,78.0,17.0,101.0,40.3
189,11393152,28.0,female,58,165.0,68.0,6.0,88.0,39.4
190,12327773,157.0,male,68,191.0,98.0,22.0,99.0,41.0
191,12038545,64.0,male,24,181.0,91.0,14.0,97.0,40.4
192,17593004,133.0,male,38,192.0,92.0,21.0,104.0,40.6
193,11708341,145.0,female,26,164.0,59.0,23.0,108.0,40.5
194,10753818,174.0,male,64,178.0,83.0,24.0,103.0,41.0
195,10608177,34.0,female,49,174.0,75.0,7.0,93.0,39.2
196,11267944,193.0,female,73,158.0,57.0,29.0,103.0,40.9
197,19795364,147.0,male,27,180.0,86.0,24.0,107.0,40.7
198,14290814,133.0,male,66,171.0,72.0,18.0,105.0,40.5
199,19222644,161.0,male,39,199.0,104.0,26.0,101.0,40.7
200,12847212,18.0,female,30,168.0,62.0,6.0,76.0,39.4
201,11986136,85.0,male,76,187.0,96.0,12.0,96.0,40.1
202,11830053,90.0,male,60,193.0,90.0,15.0,95.0,40.0
203,14737350,176.0,male,54,188.0,90.0,23.0,108.0,40.9
204,15294669,51.0,female,49,166.0,66.0,11.0,89.0,39.6
205,17146724,24.0,female,24,173.0,66.0,7.0,82.0,39.3
206,17490159,22.0,female,28,161.0,57.0,6.0,83.0,39.5
207,15501381,212.0,male,72,197.0,102.0,25.0,106.0,40.9
208,16736138,201.0,male,32,171.0,78.0,29.0,112.0,40.9
209,18493316,83.0,female,36,159.0,59.0,17.0,93.0,40.3
210,17497515,87.0,male,65,204.0,103.0,14.0,93.0,40.1
211,14364172,141.0,female,36,163.0,67.0,27.0,97.0,40.7
212,14217831,134.0,female,32,159.0,63.0,23.0,103.0,40.3
213,10483147,5.0,male,42,180.0,84.0,2.0,80.0,38.6
214,18046507,201.0,male,34,191.0,94.0,29.0,109.0,40.9
215,12414011,9.0,male,34,181.0,78.0,3.0,86.0,38.2
216,10710546,20.0,male,26,191.0,86.0,8.0,83.0,39.3
217,16175343,221.0,male,31,203.0,105.0,29.0,113.0,40.8
218,12020646,112.0,female,64,157.0,63.0,17.0,105.0,40.1
219,13611443,108.0,male,34,185.0,93.0,20.0,99.0,40.3
220,16383525,257.0,male,63,204.0,112.0,29.0,110.0,40.4
221,17841776,192.0,male,44,194.0,87.0,27.0,108.0,40.8
222,10735479,72.0,male,36,190.0,96.0,17.0,90.0,40.3
223,13117699,169.0,male,41,173.0,71.0,28.0,104.0,41.2
224,16042685,120.0,male,73,168.0,77.0,18.0,97.0,40.3
225,10315558,172.0,male,31,186.0,85.0,28.0,106.0,40.8
226,12304455,21.0,male,22,179.0,73.0,10.0,84.0,39.9
227,15503276,105.0,female,34,161.0,56.0,18.0,102.0,40.6
228,10565624,156.0,female,21,168.0,65.0,25.0,109.0,40.3
229,12458510,13.0,female,22,145.0,50.0,3.0,89.0,38.7
230,13885247,134.0,male,33,190.0,97.0,24.0,100.0,40.8
231,11572170,130.0,female,51,157.0,60.0,21.0,103.0,40.4
232,19911268,7.0,male,45,195.0,99.0,2.0,83.0,37.9
233,12859596,140.0,female,33,175.0,67.0,25.0,101.0,41.1
234,15376017,34.0,male,47,198.0,97.0,7.0,91.0,39.3
235,19921858,34.0,female,70,175.0,74.0,9.0,79.0,40.0
236,19187230,44.0,female,77,160.0,63.0,8.0,92.0,39.5
237,10874559,42.0,female,35,172.0,71.0,11.0,85.0,39.9
238,11746700,9.0,female,44,161.0,60.0,2.0,89.0,38.4
239,10952850,107.0,female,71,164.0,60.0,18.0,97.0,40.5
240,16785115,39.0,female,54,174.0,75.0,9.0,87.0,39.6
241,14951529,178.0,female,63,166.0,68.0,26.0,108.0,40.8
242,13846186,79.0,female,50,149.0,55.0,13.0,101.0,40.4
243,10590765,113.0,male,63,200.0,105.0,15.0,102.0,40.3
244,15032837,143.0,female,30,163.0,58.0,22.0,109.0,40.5
245,15511677,16.0,female,33,163.0,57.0,4.0,84.0,38.7
246,18148848,137.0,male,38,189.0,91.0,24.0,100.0,40.5
247,13172849,71.0,male,20,183.0,81.0,17.0,97.0,40.5
248,18401432,72.0,female,67,159.0,62.0,13.0,94.0,40.2
249,14857446,76.0,male,24,188.0,90.0,14.0,103.0,40.1
250,12734403,187.0,male,30,197.0,103.0,27.0,109.0,40.5
251,11693744,109.0,female,35,145.0,49.0,18.0,103.0,40.2
252,10622381,204.0,female,63,176.0,79.0,29.0,111.0,40.5
253,18548803,29.0,female,50,157.0,60.0,6.0,91.0,39.4
254,18119523,91.0,male,33,200.0,101.0,17.0,98.0,40.5
255,13991141,16.0,female,36,163.0,58.0,4.0,84.0,39.0
256,10677750,36.0,male,75,187.0,97.0,7.0,84.0,39.1
257,17724752,80.0,male,56,184.0,93.0,13.0,97.0,39.9
258,17047475,151.0,female,50,182.0,75.0,22.0,111.0,40.6
259,18908393,195.0,male,24,183.0,80.0,27.0,116.0,40.6
260,19475479,26.0,female,32,172.0,72.0,8.0,80.0,39.5
261,10854360,138.0,male,49,193.0,100.0,22.0,99.0,40.5
262,17425584,15.0,female,77,170.0,65.0,3.0,89.0,39.0
263,15539064,120.0,male,67,171.0,75.0,19.0,97.0,40.5
264,14130669,197.0,male,23,182.0,81.0,30.0,112.0,41.0
265,15015988,114.0,male,37,192.0,95.0,21.0,98.0,40.7
266,13741485,127.0,female,35,163.0,59.0,20.0,107.0,40.6
267,13015812,112.0,male,34,185.0,83.0,23.0,97.0,40.8
268,13939844,116.0,female,49,168.0,67.0,21.0,98.0,40.4
269,13135068,35.0,female,69,156.0,61.0,8.0,83.0,39.4
270,13286573,110.0,male,49,194.0,101.0,16.0,103.0,40.4
271,19246830,117.0,female,41,150.0,51.0,22.0,95.0,40.2
272,18976105,115.0,male,42,195.0,95.0,17.0,105.0,40.2
273,14714345,157.0,male,52,188.0,93.0,21.0,107.0,40.6
274,18319225,54.0,female,26,158.0,60.0,12.0,91.0,40.0
275,14775199,163.0,female,79,178.0,80.0,25.0,104.0,40.5
276,10074404,156.0,male,72,172.0,82.0,19.0,107.0,40.5
277,16366307,42.0,male,34,195.0,92.0,10.0,91.0,39.9
278,13945114,35.0,female,60,152.0,50.0,7.0,89.0,39.8
279,16749464,34.0,female,45,158.0,57.0,7.0,91.0,39.3
280,18521428,99.0,male,33,188.0,92.0,19.0,98.0,40.4
281,10207737,161.0,male,56,192.0,97.0,20.0,109.0,40.5
282,10722362,38.0,female,21,153.0,54.0,8.0,94.0,39.8
283,15316949,104.0,female,50,161.0,61.0,18.0,99.0,40.5
284,14920065,200.0,male,60,184.0,86.0,27.0,105.0,41.0
285,10809847,183.0,male,39,162.0,72.0,28.0,108.0,40.7
286,12363678,140.0,male,48,175.0,75.0,19.0,110.0,40.7
287,17804243,100.0,female,38,163.0,65.0,19.0,97.0,40.5
288,15862195,178.0,male,54,190.0,95.0,22.0,110.0,40.3
289,12555008,150.0,male,23,195.0,89.0,27.0,104.0,41.0
290,13788834,83.0,female,72,164.0,68.0,15.0,94.0,40.2
291,19113986,12.0,male,47,179.0,79.0,6.0,74.0,39.3
292,19510192,49.0,female,58,170.0,72.0,8.0,103.0,39.9
293,15831321,147.0,male,41,179.0,85.0,25.0,101.0,40.8
294,14142930,44.0,male,62,193.0,100.0,8.0,90.0,39.4
295,16036236,179.0,female,30,168.0,67.0,29.0,107.0,40.9
296,19962170,161.0,female,32,156.0,56.0,23.0,113.0,40.5
297,11390035,20.0,male,20,178.0,80.0,9.0,84.0,39.4
298,16163940,127.0,female,53,168.0,65.0,21.0,102.0,40.5
299,17847428,247.0,male,51,189.0,95.0,30.0,112.0,41.0
300,18908334,173.0,male,78,177.0,86.0,23.0,100.0,40.8
301,17029728,3.0,female,31,169.0,69.0,1.0,74.0,37.6
302,10082523,32.0,male,74,205.0,112.0,6.0,83.0,39.0
303,15505673,140.0,female,50,177.0,70.0,22.0,106.0,40.9
304,12679497,34.0,female,40,160.0,70.0,8.0,88.0,40.0
305,17438788,30.0,male,41,172.0,75.0,8.0,88.0,39.7
306,19382988,64.0,female,26,161.0,54.0,13.0,94.0,40.3
307,13632419,152.0,male,25,185.0,89.0,27.0,104.0,40.8
308,12432246,91.0,male,31,184.0,89.0,15.0,105.0,39.9
309,19984594,9.0,male,20,186.0,90.0,4.0,83.0,38.8
310,14768524,20.0,female,55,176.0,72.0,5.0,84.0,39.3
311,18107311,156.0,female,52,160.0,59.0,25.0,103.0,40.7
312,11102823,223.0,male,60,208.0,105.0,26.0,110.0,40.6
313,11337714,83.0,male,36,191.0,93.0,16.0,97.0,40.0
314,15422663,51.0,female,53,168.0,69.0,11.0,89.0,40.0
315,10201123,52.0,male,36,193.0,95.0,10.0,97.0,40.0
316,10310404,170.0,female,23,169.0,68.0,25.0,114.0,40.9
317,17001911,7.0,female,36,164.0,57.0,2.0,79.0,37.9
318,13586767,149.0,female,37,166.0,61.0,25.0,103.0,40.7
319,11312954,181.0,male,48,181.0,80.0,27.0,105.0,40.6
320,19873304,201.0,female,39,167.0,71.0,27.0,118.0,41.1
321,10331021,23.0,male,21,205.0,103.0,7.0,88.0,39.6
322,10566369,109.0,male,20,187.0,86.0,23.0,100.0,40.3
323,19286727,30.0,male,57,169.0,72.0,8.0,84.0,39.7
324,19845852,84.0,female,77,160.0,66.0,15.0,94.0,40.5
325,18971121,128.0,male,34,184.0,85.0,19.0,109.0,40.4
326,16784301,137.0,male,52,189.0,92.0,23.0,97.0,40.7
327,15158798,216.0,male,70,194.0,91.0,28.0,103.0,40.8
328,12730658,68.0,female,64,157.0,54.0,12.0,95.0,40.1
329,16649627,129.0,male,73,198.0,101.0,18.0,97.0,40.7
330,16205668,50.0,male,47,195.0,99.0,11.0,88.0,39.8
331,15013894,19.0,female,39,164.0,65.0,5.0,84.0,39.2
332,12286808,30.0,female,25,163.0,60.0,7.0,89.0,39.4
333,10485469,197.0,male,22,165.0,67.0,27.0,119.0,40.4
334,13340241,24.0,male,67,173.0,78.0,4.0,95.0,38.7
335,14093741,70.0,female,64,164.0,67.0,13.0,94.0,40.2
336,11983925,54.0,male,37,200.0,100.0,12.0,91.0,40.1
337,11222672,88.0,male,21,184.0,78.0,19.0,100.0,40.5
338,17862213,24.0,male,40,190.0,97.0,7.0,83.0,39.5
339,18184462,121.0,female,36,174.0,68.0,19.0,108.0,40.1
340,14919629,57.0,female,53,178.0,77.0,11.0,95.0,39.9
341,17551112,126.0,male,41,192.0,99.0,22.0,98.0,40.5
342,17567644,24.0,male,56,184.0,88.0,5.0,89.0,39.5
343,17752929,41.0,female,29,166.0,65.0,11.0,84.0,40.0
344,18452221,28.0,male,28,192.0,92.0,7.0,92.0,39.5
345,15176055,34.0,male,22,191.0,88.0,10.0,90.0,39.7
346,10836299,161.0,male,76,195.0,93.0,23.0,96.0,40.5
347,14734299,20.0,male,73,175.0,76.0,4.0,86.0,38.9
348,10567350,119.0,male,39,191.0,86.0,23.0,97.0,40.6
349,13304804,63.0,female,69,162.0,59.0,11.0,95.0,39.6
350,10638410,58.0,female,46,180.0,75.0,12.0,93.0,40.1
351,13464795,215.0,female,30,163.0,58.0,30.0,115.0,40.6
352,13693397,96.0,female,35,168.0,67.0,17.0,101.0,40.1
353,14347203,160.0,female,60,176.0,71.0,24.0,107.0,41.0
354,13541948,154.0,female,35,150.0,50.0,25.0,104.0,41.0
355,12431875,11.0,male,26,182.0,84.0,5.0,81.0,39.1
356,18290984,122.0,male,21,183.0,83.0,23.0,104.0,40.5
357,15699085,124.0,female,27,158.0,57.0,22.0,101.0,40.4
358,17286230,113.0,female,47,172.0,69.0,21.0,97.0,40.6
359,12037170,9.0,female,27,183.0,79.0,3.0,80.0,38.9
360,15295331,208.0,male,49,181.0,79.0,29.0,108.0,40.7
361,13302612,101.0,male,27,178.0,83.0,19.0,102.0,41.0
362,14255616,66.0,male,46,194.0,91.0,14.0,91.0,40.0
363,12824130,100.0,male,58,197.0,98.0,14.0,102.0,40.1
364,12481603,65.0,male,27,172.0,77.0,13.0,101.0,39.9
365,17977871,47.0,male,29,176.0,76.0,13.0,91.0,39.8
366,10164017,8.0,male,39,197.0,96.0,3.0,78.0,38.6
367,13155595,17.0,female,56,160.0,63.0,4.0,84.0,38.7
368,11627255,101.0,male,32,183.0,83.0,21.0,97.0,40.4
369,12530320,18.0,female,43,169.0,67.0,5.0,80.0,39.0
370,14132143,131.0,male,21,202.0,98.0,21.0,108.0,40.5
371,14940695,58.0,female,76,175.0,72.0,10.0,97.0,39.8
372,17806572,87.0,female,22,162.0,59.0,15.0,104.0,40.0
373,14971780,152.0,male,35,200.0,99.0,24.0,104.0,40.6
374,16691239,193.0,male,45,191.0,95.0,28.0,105.0,41.0
375,15563989,51.0,male,32,176.0,83.0,10.0,99.0,39.7
376,10679574,157.0,male,39,178.0,80.0,25.0,105.0,40.7
377,10176870,165.0,female,44,174.0,75.0,27.0,105.0,40.8
378,19455108,22.0,female,26,174.0,67.0,6.0,84.0,39.4
379,18145627,91.0,female,42,179.0,72.0,17.0,98.0,40.1
380,13361025,9.0,female,24,178.0,78.0,2.0,93.0,38.2
381,19596964,74.0,male,56,186.0,93.0,14.0,91.0,40.0
382,18120047,26.0,male,71,185.0,96.0,5.0,85.0,39.1
383,19554783,57.0,female,37,187.0,84.0,11.0,99.0,39.9
384,17873138,37.0,female,47,162.0,63.0,10.0,81.0,39.9
385,12940540,217.0,male,48,167.0,67.0,29.0,112.0,40.9
386,12338218,47.0,male,52,183.0,86.0,11.0,87.0,40.0
387,11860761,139.0,male,40,192.0,98.0,24.0,99.0,40.4
388,16221860,19.0,female,66,180.0,75.0,4.0,88.0,38.9
389,14662956,80.0,female,37,157.0,59.0,16.0,94.0,40.2
390,15359537,74.0,male,28,193.0,93.0,17.0,94.0,40.4
391,19371363,54.0,female,59,148.0,51.0,10.0,93.0,39.7
392,16364264,154.0,male,24,182.0,78.0,28.0,105.0,40.8
393,15285889,140.0,female,67,162.0,62.0,26.0,93.0,40.7
394,11844111,52.0,male,33,192.0,98.0,10.0,97.0,39.8
395,10907293,79.0,male,34,192.0,99.0,15.0,97.0,40.1
396,12870966,94.0,male,40,181.0,84.0,17.0,99.0,40.4
397,17244789,202.0,male,22,193.0,85.0,28.0,116.0,41.0
398,11185950,238.0,male,66,164.0,75.0,27.0,114.0,40.7
399,15381308,117.0,male,42,182.0,82.0,19.0,103.0,40.2
400,16193075,26.0,male,42,209.0,111.0,7.0,83.0,39.5
401,19166163,184.0,male,64,203.0,97.0,23.0,106.0,40.7
402,14314848,169.0,female,32,162.0,64.0,28.0,105.0,40.5
403,11718003,2.0,male,24,189.0,91.0,1.0,78.0,37.7
404,17985735,162.0,male,26,182.0,83.0,27.0,107.0,41.0
405,12701312,62.0,female,32,159.0,55.0,13.0,92.0,40.2
406,10377282,150.0,male,51,190.0,94.0,21.0,105.0,40.4
407,18979629,183.0,female,40,165.0,59.0,27.0,110.0,41.1
408,15987356,138.0,female,34,179.0,74.0,25.0,101.0,40.9
